match_id,player_id,card_team1,schedule_team1,card_score,schedule_score,owner_side_in_schedule,card_label,schedule_winner,same_order,owner_first_on_card,label_agrees
30936912-272f-46a2-8756-3da8c56140d8,06a4aeef-aaca-45ef-a83a-cb3c703c9789,Saish Shelar / Mihir Akolkar,Saish Shelar / Mihir Akolkar,7-9,7-9,1.0,Loss,2.0,True,True,True
a98f84ae-51c7-4d1d-9e17-54713b9205d3,08fc8e21-4850-4e09-89e9-2ba0c2c8c9ef,Gagan Singh / Jonas Spinoy,Premal Javeri / Harshvardhan Sharma,0-8,8-0,2.0,Loss,1.0,False,True,True
c3320242-f26f-4712-8728-82f14bc3da9e,08fc8e21-4850-4e09-89e9-2ba0c2c8c9ef,Gagan Singh / Jonas Spinoy,Gagan Singh / Jonas Spinoy,7-8,7-8,1.0,Loss,2.0,True,True,True
59cca22c-3e0e-48d6-af23-2e6820d09ad7,08fc8e21-4850-4e09-89e9-2ba0c2c8c9ef,Gagan Singh / Jonas Spinoy,Aditya Maheshwari / Akshay Jalan,1-8,8-1,2.0,Loss,1.0,False,True,True
d915b459-9f70-4d09-b822-508e43eb6311,08fc8e21-4850-4e09-89e9-2ba0c2c8c9ef,Gagan Singh / Jonas Spinoy,Gagan Singh / Jonas Spinoy,1-8,1-8,1.0,Loss,2.0,True,True,True
115f7420-1646-4104-bba4-9679f80c7c2e,09ce181d-c08d-4189-ab36-4d4a706f1bcb,Karan Medappa / Shane Biddaiah,Aditya Jagtap / Krishiv Patel,1-8,8-1,2.0,Loss,1.0,False,True,True
50bea470-7911-4325-8336-4668a807a442,09ce181d-c08d-4189-ab36-4d4a706f1bcb,Karan Medappa / Shane Biddaiah,Karan Medappa / Shane Biddaiah,3-8,3-8,1.0,Loss,2.0,True,True,True
fae9b9c7-389a-4665-be80-41cc6653bb13,09ce181d-c08d-4189-ab36-4d4a706f1bcb,Karan Medappa / Shane Biddaiah,Samar Malhotra / Aryan Goveas,0-8,8-0,2.0,Loss,1.0,False,True,True
62ceca22-1bf3-426b-a71c-059df89fe896,09ce181d-c08d-4189-ab36-4d4a706f1bcb,Karan Medappa / Shane Biddaiah,Saish Shelar / Mihir Akolkar,6-8,8-6,2.0,Loss,1.0,False,True,True
fdb3e5aa-eef2-4829-b804-ad695034fdf5,09ce181d-c08d-4189-ab36-4d4a706f1bcb,Karan Medappa / Shane Biddaiah,Advait Bahl / Kabir Anand,8-7,7-8,2.0,Win,2.0,False,True,True
da789459-5359-4362-8f95-5401c118bd17,09ce181d-c08d-4189-ab36-4d4a706f1bcb,Karan Medappa / Shane Biddaiah,Aditya Jagtap / Krishiv Patel,1-9,9-1,2.0,Loss,1.0,False,True,True
8665635f-e1e9-4951-a911-5222e1f8b351,0a0db4ab-db0a-4dd7-a8d3-7a40715b83bd,Burhan Contractor / Advaith Anoop,Burhan Contractor / Advaith Anoop,8-1,8-1,1.0,Win,1.0,True,True,True
ffce9f07-41df-4185-839d-beddaa18310e,0a0db4ab-db0a-4dd7-a8d3-7a40715b83bd,Burhan Contractor / Advaith Anoop,Ronak Daftary / Anirudh Jain,8-7,7-8,2.0,Win,2.0,False,True,True
f0021e79-8ebd-4edb-93f8-494bcef70a57,0a0db4ab-db0a-4dd7-a8d3-7a40715b83bd,Burhan Contractor / Advaith Anoop,Chirag Gaikwad / Harman Singh Tur,8-4,4-8,2.0,Win,2.0,False,True,True
3f1cf144-11ae-44d3-bdd4-89aa1d163ebf,0a0db4ab-db0a-4dd7-a8d3-7a40715b83bd,Burhan Contractor / Advaith Anoop,Burhan Contractor / Advaith Anoop,7-9,7-9,1.0,Loss,2.0,True,True,True
e6593a0f-4b44-4602-a50e-83b0bcd9c179,0ac8bb0a-d25b-4a0d-8506-8955617d72fa,Anandita Parekh / Trishina Kirpalani,Vera desai / Tanushri Biyani,1-8,8-1,2.0,Loss,1.0,False,True,True
c58191c9-4ccc-4eaa-9d22-98d48e4460fa,0ac8bb0a-d25b-4a0d-8506-8955617d72fa,Anandita Parekh / Trishina Kirpalani,Leesha Shah / Diu Somani,5-8,8-5,2.0,Loss,1.0,False,True,True
ab6cbdf1-988e-49ee-9b6b-a3086b0d304a,0c568934-bec2-451a-91c5-d0d4d068a8af,Ankush Puri / Sehaj Sehgal,Nikhil Bansal / Jansher Waraich,,,2.0,,,False,True,True
0c483da7-a166-4309-8698-f96c0acd0130,0c568934-bec2-451a-91c5-d0d4d068a8af,Ankush Puri / Sehaj Sehgal,Ankush Puri / Sehaj Sehgal,,,1.0,,,True,True,True
f3e7cbcc-fd83-4ff8-89ac-6715245f244d,0c568934-bec2-451a-91c5-d0d4d068a8af,Ankush Puri / Sehaj Sehgal,Ankush Puri / Sehaj Sehgal,,,1.0,,,True,True,True
3bfc94ec-cbee-4620-b8de-ebed2729f9e5,0d1e6d6a-d91e-406e-9088-b28c062da1fc,Raksha Bhaskar / Gayatri Nair,Niti Mehta / Alisha Aggarwal,2-8,8-2,2.0,Loss,1.0,False,True,True
dfcb11e7-7275-42e0-bba1-f719ca39cb4d,0d1e6d6a-d91e-406e-9088-b28c062da1fc,Raksha Bhaskar / Gayatri Nair,Raksha Bhaskar / Gayatri Nair,,,1.0,Win,1.0,True,True,True
9e28f510-b71a-4e59-9281-89c55e6954b4,0d1e6d6a-d91e-406e-9088-b28c062da1fc,Raksha Bhaskar / Gayatri Nair,Raksha Bhaskar / Gayatri Nair,8-0,8-0,1.0,Win,1.0,True,True,True
fa44e95c-37f6-4d29-a4e0-30b3488d196c,0d1e6d6a-d91e-406e-9088-b28c062da1fc,Raksha Bhaskar / Gayatri Nair,Niti Mehta / Alisha Aggarwal,"0-6, 4-6","6-0, 6-4",2.0,Loss,1.0,False,True,True
95ff666f-ce1b-40f6-88d4-29553a62bf12,0df50617-268c-477d-8351-fd6f8ed84a71,Aditya Maheshwari / Akshay Jalan,Aditya Maheshwari / Akshay Jalan,8-1,8-1,1.0,Win,1.0,True,True,True
ebd82c19-21b3-4975-8cc0-f7996272d415,0df50617-268c-477d-8351-fd6f8ed84a71,Aditya Maheshwari / Akshay Jalan,Aditya Maheshwari / Akshay Jalan,8-0,8-0,1.0,Win,1.0,True,True,True
59cca22c-3e0e-48d6-af23-2e6820d09ad7,0df50617-268c-477d-8351-fd6f8ed84a71,Aditya Maheshwari / Akshay Jalan,Aditya Maheshwari / Akshay Jalan,8-1,8-1,1.0,Win,1.0,True,True,True
86d79884-6d2e-45ab-aa86-928135db61ab,0df50617-268c-477d-8351-fd6f8ed84a71,Aditya Maheshwari / Akshay Jalan,Prabhas Sharma / Shashin Shah,8-2,2-8,2.0,Win,2.0,False,True,True
151ea7c7-0045-4d19-b1d9-810c5fbc4ba8,0df50617-268c-477d-8351-fd6f8ed84a71,Aditya Maheshwari / Akshay Jalan,Aditya Maheshwari / Akshay Jalan,"6-4, 6-4","6-4, 6-4",1.0,Win,1.0,True,True,True
41e3a5e6-955f-434a-aed2-0a11c72770fe,0df50617-268c-477d-8351-fd6f8ed84a71,Aditya Maheshwari / Akshay Jalan,Vijay Chhabria / Rupen Jhaveri,"2-6, 1-6","6-2, 6-1",2.0,Loss,1.0,False,True,True
cb86b6d0-ede0-4d54-a488-e414b30e074a,0e3ade05-7d67-414c-8e20-c2bbae3a5778,Mohammed Farhan / Azim Yasir,Akhil Bansal / Nikhil Bansal,7-8,8-7,2.0,Loss,1.0,False,True,True
13982dc0-e4fa-436e-b55c-f408332624c4,0e3ade05-7d67-414c-8e20-c2bbae3a5778,Mohammed Farhan / Azim Yasir,Kaushik Gummuluru / Sai Ram Goud,8-6,6-8,2.0,Win,2.0,False,True,True
b0cb2b62-0e12-409d-9ab0-1ae12eb514d0,0e3ade05-7d67-414c-8e20-c2bbae3a5778,Mohammed Farhan / Azim Yasir,Mohamed Anzar / Dirsha Kalliyath,4-9,9-4,2.0,Loss,1.0,False,True,True
8a11eaf3-df4f-45e6-abcb-563f66dd48da,10a7cfb7-155c-48d3-b2a2-8c2bde421e4e,Udhay Mahajan / Mayank Oberoi,Aarman Kler / Angad Puar,8-7,7-8,2.0,Win,2.0,False,True,True
d2b9d0e8-64b3-4da3-a540-b05d00b6923c,10a7cfb7-155c-48d3-b2a2-8c2bde421e4e,Udhay Mahajan / Mayank Oberoi,Udhay Mahajan / Mayank Oberoi,9-0,9-0,1.0,Win,1.0,True,True,True
c296588d-6347-4bb1-918c-a8ba7fa65f96,10a7cfb7-155c-48d3-b2a2-8c2bde421e4e,Udhay Mahajan / Mayank Oberoi,Udhay Mahajan / Mayank Oberoi,5-9,5-9,1.0,Loss,2.0,True,True,True
5628a034-5e39-451b-9fa2-779238ac0d53,124f1292-f3a9-4139-bd9d-f9fa8e1dd983,Radhika Vasudeva / Aashna Mehra,Shivani Manjanna / Prarthana Prathap,2-8,8-2,2.0,Loss,1.0,False,True,True
6836bcb0-1981-484e-a454-737d8e1eb2ee,13d6188c-cd2e-4152-a5c2-0b82573143b9,Advait Bahl / Kabir Anand,Saish Shelar / Mihir Akolkar,2-8,8-2,2.0,Loss,1.0,False,True,True
e8e338a3-ab95-401c-8aa8-c8d5c476c053,13d6188c-cd2e-4152-a5c2-0b82573143b9,Advait Bahl / Kabir Anand,Samar Malhotra / Aryan Goveas,2-8,8-2,2.0,Loss,1.0,False,True,True
fdb3e5aa-eef2-4829-b804-ad695034fdf5,13d6188c-cd2e-4152-a5c2-0b82573143b9,Advait Bahl / Kabir Anand,Advait Bahl / Kabir Anand,7-8,7-8,1.0,Loss,2.0,True,True,True
b66f2731-a78d-4362-8caf-59be4e4d2cdb,14a281a9-7a22-4c0a-bf96-f19abc4a6bd1,Anam Sumar / Rasha Sumar,Anam Sumar / Rasha Sumar,8-3,8-3,1.0,Win,1.0,True,True,True
d828bc6b-341b-4d92-84c4-b56c530855fc,14a281a9-7a22-4c0a-bf96-f19abc4a6bd1,Anam Sumar / Rasha Sumar,Anam Sumar / Rasha Sumar,8-1,8-1,1.0,Win,1.0,True,True,True
7c17ae7a-a234-4ff5-b12c-2f0b6d8b2fa8,14a281a9-7a22-4c0a-bf96-f19abc4a6bd1,Anam Sumar / Rasha Sumar,Anam Sumar / Rasha Sumar,5-8,5-8,1.0,Loss,2.0,True,True,True
27c97394-60ce-406a-a8e4-e00b76b49ac8,14a281a9-7a22-4c0a-bf96-f19abc4a6bd1,Anam Sumar / Rasha Sumar,Manvi Chaudhary / Kimberly Fernandez,"4-6, 3-6","6-4, 6-3",2.0,Loss,1.0,False,True,True
17c5ad30-6d2e-4667-aa7f-b7ad341d6c42,15061bb7-8b57-4367-b302-35d512b70b74,Mayank Daga / Shikhar Kumar,Yashvardhan Sarda / Suyash Vishnoi,8-4,4-8,2.0,Win,2.0,False,True,True
8965bf59-4412-474c-b76e-07eb745e1840,15061bb7-8b57-4367-b302-35d512b70b74,Mayank Daga / Shikhar Kumar,Raghul Arvind / Tushar Jain,8-4,4-8,2.0,Win,2.0,False,True,True
2648944f-3758-49fb-9c7d-418236e29de5,15061bb7-8b57-4367-b302-35d512b70b74,Rhea Mathews / Joel Duarte,Namita Bal / Aditya Jagtap,0-8,8-0,2.0,Loss,1.0,False,True,True
cbb39a90-11a5-4431-af3b-1433dd4d70b7,15061bb7-8b57-4367-b302-35d512b70b74,Mayank Daga / Shikhar Kumar,Mayank Daga / Shikhar Kumar,9-8,9-8,1.0,Win,1.0,True,True,True
e879779d-50ab-4e02-ac2c-0339e4379b93,15061bb7-8b57-4367-b302-35d512b70b74,Mayank Daga / Shikhar Kumar,Mayank Daga / Shikhar Kumar,9-5,9-5,1.0,Win,1.0,True,True,True
170fb77e-07e5-4678-a2db-5eaa5634560e,15061bb7-8b57-4367-b302-35d512b70b74,Mayank Daga / Shikhar Kumar,Tejas Shevde / Nishad Shevde,"1-6, 6-1, 6-10","6-1, 1-6, 10-6",2.0,Loss,1.0,False,True,True
0b29eb33-933c-4d34-9e0b-73657958fbcd,1515a4f5-2ef1-4436-8c7b-4f92b1118f82,Atik Luthria / Ram Raheja,Akshay Jalan / Navin Shewakramani,2-8,8-2,2.0,Loss,1.0,False,True,True
93367412-16b1-446c-ad2f-3e4a0fa151c2,1515a4f5-2ef1-4436-8c7b-4f92b1118f82,Atik Luthria / Ram Raheja,Ankit Zaveri / Viral Somaiya,0-8,8-0,2.0,Loss,1.0,False,True,True
8665635f-e1e9-4951-a911-5222e1f8b351,16b8462e-31e2-4614-9a5f-57ee20aefb03,Burhan Contractor / Advaith Anoop,Burhan Contractor / Advaith Anoop,8-1,8-1,1.0,Win,1.0,True,True,True
ffce9f07-41df-4185-839d-beddaa18310e,16b8462e-31e2-4614-9a5f-57ee20aefb03,Burhan Contractor / Advaith Anoop,Ronak Daftary / Anirudh Jain,8-7,7-8,2.0,Win,2.0,False,True,True
f0021e79-8ebd-4edb-93f8-494bcef70a57,16b8462e-31e2-4614-9a5f-57ee20aefb03,Burhan Contractor / Advaith Anoop,Chirag Gaikwad / Harman Singh Tur,8-4,4-8,2.0,Win,2.0,False,True,True
3f1cf144-11ae-44d3-bdd4-89aa1d163ebf,16b8462e-31e2-4614-9a5f-57ee20aefb03,Burhan Contractor / Advaith Anoop,Burhan Contractor / Advaith Anoop,7-9,7-9,1.0,Loss,2.0,True,True,True
86d79884-6d2e-45ab-aa86-928135db61ab,16def632-d48e-4678-81b5-1316aedb049c,Aditya Maheshwari / Akshay Jalan,Prabhas Sharma / Shashin Shah,8-2,2-8,2.0,Win,2.0,False,True,True
151ea7c7-0045-4d19-b1d9-810c5fbc4ba8,16def632-d48e-4678-81b5-1316aedb049c,Aditya Maheshwari / Akshay Jalan,Aditya Maheshwari / Akshay Jalan,"6-4, 6-4","6-4, 6-4",1.0,Win,1.0,True,True,True
41e3a5e6-955f-434a-aed2-0a11c72770fe,16def632-d48e-4678-81b5-1316aedb049c,Aditya Maheshwari / Akshay Jalan,Vijay Chhabria / Rupen Jhaveri,"2-6, 1-6","6-2, 6-1",2.0,Loss,1.0,False,True,True
2c1ee55d-2e7e-42e2-84e7-88ba0c2c8231,171f1964-54fa-4532-b6e6-24bae76da0af,Saurav Kankaria / Nikhil Khemka,Vijay Chhabria / Rupen Jhaveri,5-8,8-5,2.0,Loss,1.0,False,True,True
d7903731-3e77-4474-8c8c-2585961c5dfb,171f1964-54fa-4532-b6e6-24bae76da0af,Saurav Kankaria / Nikhil Khemka,Sandip Sabharwal / Saurabh Vijewargia,8-2,2-8,2.0,Win,2.0,False,True,True
08bbaa2c-1ca5-49ee-b723-6da4838c65d3,171f1964-54fa-4532-b6e6-24bae76da0af,Saurav Kankaria / Nikhil Khemka,Karan Mehrotra / James Darbar,8-1,1-8,2.0,Win,2.0,False,True,True
151ea7c7-0045-4d19-b1d9-810c5fbc4ba8,171f1964-54fa-4532-b6e6-24bae76da0af,Saurav Kankaria / Nikhil Khemka,Aditya Maheshwari / Akshay Jalan,"4-6, 4-6","6-4, 6-4",2.0,Loss,1.0,False,True,True
e096b85b-74ae-49fa-b1a1-c6e62de405dc,1729d84b-2971-4f94-b903-afcce8dc4619,Leesha Shah / Diu Somani,Vera desai / Tanushri Biyani,5-8,8-5,2.0,Loss,1.0,False,True,True
c58191c9-4ccc-4eaa-9d22-98d48e4460fa,1729d84b-2971-4f94-b903-afcce8dc4619,Leesha Shah / Diu Somani,Leesha Shah / Diu Somani,8-5,8-5,1.0,Win,1.0,True,True,True
ade6d3dc-838c-4708-98a1-637aab8022c1,18098d77-da96-47f5-8a0d-23460d6bdca8,Aahan Jhaveri / Devansh Somani,Aahan Jhaveri / Devansh Somani,4-8,4-8,1.0,Loss,2.0,True,True,True
716eb0b5-61ba-4b6e-b730-38f20f0f1679,18098d77-da96-47f5-8a0d-23460d6bdca8,Aahan Jhaveri / Devansh Somani,Rahil Patel / Rajveer Patel,6-8,8-6,2.0,Loss,1.0,False,True,True
e9697426-935e-4b70-b244-4d37774fc75c,18098d77-da96-47f5-8a0d-23460d6bdca8,Aahan Jhaveri / Devansh Somani,Abhishek Yadev / Priyank Makwana,1-8,8-1,2.0,Loss,1.0,False,True,True
65d6d075-f892-4b47-b01b-54582f53f795,182f09bb-25ba-4086-99ca-a7f5a52303bf,Swaraj Deshmukh / Kaivalya Kalamse,Rahul Motwani / Ishaan Choubal,3-9,9-3,2.0,Loss,1.0,False,True,True
fd952ca0-cc3a-4431-97ac-b839910ea92a,182f09bb-25ba-4086-99ca-a7f5a52303bf,Swaraj Deshmukh / Kaivalya Kalamse,Swaraj Deshmukh / Kaivalya Kalamse,8-2,8-2,1.0,Win,1.0,True,True,True
bb5d09bd-73f0-49bc-b11e-5d4b51f11ba0,182f09bb-25ba-4086-99ca-a7f5a52303bf,Swaraj Deshmukh / Kaivalya Kalamse,Swaraj Deshmukh / Kaivalya Kalamse,8-6,8-6,1.0,Win,1.0,True,True,True
4679b382-8cae-4ac8-99b8-427f869ad967,182f09bb-25ba-4086-99ca-a7f5a52303bf,Swaraj Deshmukh / Kaivalya Kalamse,Swaraj Deshmukh / Kaivalya Kalamse,6-8,6-8,1.0,Loss,2.0,True,True,True
30936912-272f-46a2-8756-3da8c56140d8,182f09bb-25ba-4086-99ca-a7f5a52303bf,Swaraj Deshmukh / Kaivalya Kalamse,Saish Shelar / Mihir Akolkar,9-7,7-9,2.0,Win,2.0,False,True,True
3299e9e4-93f1-44c7-bc08-760b8d5152f2,182f09bb-25ba-4086-99ca-a7f5a52303bf,Swaraj Deshmukh / Kaivalya Kalamse,Aditya Jagtap / Krishiv Patel,"3-6, 2-6","6-3, 6-2",2.0,Loss,1.0,False,True,True
00c2a7d5-329c-4d61-bd28-d1a701e6ea4c,1b914254-ef80-4aa1-aae6-196986d10121,Suhani Sabharwal / Bhagya Popat,Suhani Sabharwal / Bhagya Popat,8-4,8-4,1.0,Win,1.0,True,True,True
27998dca-6eff-44eb-b6eb-4cd250444f72,1b914254-ef80-4aa1-aae6-196986d10121,Suhani Sabharwal / Karina Phipps,Mansi Malhotra / Rubani Sidhu,3-8,8-3,2.0,Loss,1.0,False,True,True
ce9d269c-94d1-4289-8f67-048b314e262b,1b914254-ef80-4aa1-aae6-196986d10121,Suhani Sabharwal / Karina Phipps,Tammana Kalra / Anmol Malhotra,8-3,3-8,2.0,Win,2.0,False,True,True
1ca64bf6-afd9-4913-98c6-03dfccac1dcf,1b914254-ef80-4aa1-aae6-196986d10121,Suhani Sabharwal / Karina Phipps,Pooja Kharat / Shabri Agarwal,8-4,4-8,2.0,Win,2.0,False,True,True
f808762b-a19e-4bc5-8d8b-fd0824c31d18,1b914254-ef80-4aa1-aae6-196986d10121,Suhani Sabharwal / Bhagya Popat,Namita Bal / Aditya Jagtap,1-9,9-1,2.0,Loss,1.0,False,True,True
d11c09f0-8eea-46c7-8232-864205e62696,1b914254-ef80-4aa1-aae6-196986d10121,Suhani Sabharwal / Karina Phipps,Mansi Malhotra / Rubani Sidhu,"1-6, 2-6","6-1, 6-2",2.0,Loss,1.0,False,True,True
0bbb5549-9861-4161-8d22-afc109a902a2,1ba7872b-25a9-4395-b046-84d1fdeff538,Ankit Zaveri / Viral Somaiya,Akshay Jalan / Navin Shewakramani,5-8,8-5,2.0,Loss,1.0,False,True,True
93367412-16b1-446c-ad2f-3e4a0fa151c2,1ba7872b-25a9-4395-b046-84d1fdeff538,Ankit Zaveri / Viral Somaiya,Ankit Zaveri / Viral Somaiya,8-0,8-0,1.0,Win,1.0,True,True,True
f9d168cf-619d-4ea6-a787-587c9b750da9,1c91795e-92c5-444b-aa99-d1e70e063c55,Vaibhavi Deshmukh / Namita Bal,Vaibhavi Deshmukh / Namita Bal,"4-6, 6-3, 6-7","4-6, 6-3, 6-7(1-7)",1.0,Loss,2.0,True,True,True
27c9345c-d8c8-4e23-9b48-2563bc0f19f8,1cff5d3c-6fd1-4502-a3c5-2b918f107eda,Krishna Teja Ankam / Gundlapalle Yaswanth Reddy,Swaraj Deshmukh / Kaivalya Kalamse,4-8,8-4,2.0,Loss,1.0,False,True,True
9e2d4aad-4632-4ac8-87eb-16ef4a6a06a4,1cff5d3c-6fd1-4502-a3c5-2b918f107eda,Krishna Teja Ankam / Gundlapalle Yaswanth Reddy,Aryan Hemdev / Samar Malhotra,7-8,8-7,2.0,Loss,1.0,False,True,True
76189941-f243-4a65-bbec-27c65975cf79,1cff5d3c-6fd1-4502-a3c5-2b918f107eda,Krishna Teja Ankam / Gundlapalle Yaswanth Reddy,Krishna Teja Ankam / Gundlapalle Yaswanth Reddy,8-2,8-2,1.0,Win,1.0,True,True,True
c98c0998-e99a-4227-a6c3-99c12d82120b,1d670f4c-32a6-4341-9321-cd7d9f173538,Ritika Choudhary / Nupur Gupta,Rhea Mathews / Dinika Thomas,3-8,8-3,2.0,Loss,1.0,False,True,True
946ee148-054e-4f74-a58a-1626ba3218aa,1d670f4c-32a6-4341-9321-cd7d9f173538,Ritika Choudhary / Nupur Gupta,Ritika Choudhary / Nupur Gupta,3-8,3-8,1.0,Loss,2.0,True,True,True
a1068c5f-a738-4e64-a520-c9fe65c26ab9,1dbeeee2-b41a-4bec-8948-8f661c573861,Mishal Mehta / Khushish Jain,Samkit Shah / Rahul Chandwani,2-8,8-2,2.0,Loss,1.0,False,True,True
887df84a-c482-4827-a9dd-8d8c059d0455,1dbeeee2-b41a-4bec-8948-8f661c573861,Mishal Mehta / Khushish Jain,Junaid Sopariwala / Tabrez Sopariwala,2-8,8-2,2.0,Loss,1.0,False,True,True
dd67f9b8-7e63-4536-94e6-f2b42d5b93b1,1dfc79f8-119b-4349-a2f9-a6e7c425a8e9,Mohamed Anzar / Dirsha Kalliyath,Nikhil Kalro / Abhinav Grover,8-1,1-8,2.0,Win,2.0,False,True,True
ad547565-1990-477f-919c-bc4437f1fcc1,1dfc79f8-119b-4349-a2f9-a6e7c425a8e9,Mohamed Anzar / Dirsha Kalliyath,Ayaan Mishra / Viraj Dewan,8-4,4-8,2.0,Win,2.0,False,True,True
b0cb2b62-0e12-409d-9ab0-1ae12eb514d0,1dfc79f8-119b-4349-a2f9-a6e7c425a8e9,Mohamed Anzar / Dirsha Kalliyath,Mohamed Anzar / Dirsha Kalliyath,9-4,9-4,1.0,Win,1.0,True,True,True
fa60cd66-96a4-4dbb-9c18-2ace5b6bbfba,1dfc79f8-119b-4349-a2f9-a6e7c425a8e9,Mohamed Anzar / Dirsha Kalliyath,Akhil Bansal / Nikhil Bansal,6-9,9-6,2.0,Loss,1.0,False,True,True
b755397c-2a31-4642-8ec7-f5bfaa8c89db,1ef2542e-4b4d-481d-ad8f-dc4e9fde3982,Rahul Chandwani / Rahul Khanna,Rahul Chandwani / Rahul Khanna,5-8,5-8,1.0,Loss,2.0,True,True,True
cfc9092d-1105-4510-a717-d1d9d7659bd7,1ef2542e-4b4d-481d-ad8f-dc4e9fde3982,Rahul Chandwani / Rahul Khanna,Rahul Chandwani / Rahul Khanna,8-0,8-0,1.0,Win,1.0,True,True,True
